gender;event_id;discipline;track_type;source_label;measurement;expected_points;mark;normalized_result;actual_points;delta
m;20km;20km;long;Road I · 20 km;time;162;1:31:20.96;5480.96;161;-1
m;20km;20km;long;Road I · 20 km;time;160;1:31:28.04;5488.04;159;-1
m;20km;20km;long;Road I · 20 km;time;159;1:31:32.02;5492.02;158;-1
m;20km;20km;long;Road I · 20 km;time;158;1:31:35.99;5495.99;157;-1
m;20km;20km;long;Road I · 20 km;time;157;1:31:39.96;5499.96;156;-1
m;20km;20km;long;Road I · 20 km;time;154;1:31:51.02;5511.02;153;-1
m;20km;20km;long;Road I · 20 km;time;153;1:31:55.00;5515;152;-1
m;20km;20km;long;Road I · 20 km;time;152;1:31:58.97;5518.97;151;-1
m;20km;20km;long;Road I · 20 km;time;151;1:32:03.03;5523.03;150;-1
m;20km;20km;long;Road I · 20 km;time;150;1:32:07.01;5527.01;149;-1
m;20km;20km;long;Road I · 20 km;time;149;1:32:10.98;5530.98;148;-1
m;20km;20km;long;Road I · 20 km;time;148;1:32:14.96;5534.96;147;-1
m;20km;20km;long;Road I · 20 km;time;147;1:32:19.02;5539.02;146;-1
m;20km;20km;long;Road I · 20 km;time;141;1:32:43.04;5563.04;140;-1
m;20km;20km;long;Road I · 20 km;time;140;1:32:47.01;5567.01;139;-1
m;20km;20km;long;Road I · 20 km;time;139;1:32:50.99;5570.99;138;-1
m;20km;20km;long;Road I · 20 km;time;138;1:32:54.96;5574.96;137;-1
m;20km;20km;long;Road I · 20 km;time;137;1:32:59.02;5579.02;136;-1
m;20km;20km;long;Road I · 20 km;time;136;1:33:03.00;5583;135;-1
m;20km;20km;long;Road I · 20 km;time;135;1:33:06.97;5586.97;134;-1
m;20km;20km;long;Road I · 20 km;time;134;1:33:11.03;5591.03;133;-1
m;20km;20km;long;Road I · 20 km;time;132;1:33:20.02;5600.02;131;-1
m;20km;20km;long;Road I · 20 km;time;131;1:33:23.99;5603.99;130;-1
m;20km;20km;long;Road I · 20 km;time;130;1:33:27.96;5607.96;129;-1
m;20km;20km;long;Road I · 20 km;time;129;1:33:32.03;5612.03;128;-1
m;20km;20km;long;Road I · 20 km;time;127;1:33:41.01;5621.01;126;-1
m;20km;20km;long;Road I · 20 km;time;126;1:33:44.99;5624.99;125;-1
m;20km;20km;long;Road I · 20 km;time;125;1:33:48.96;5628.96;124;-1
m;20km;20km;long;Road I · 20 km;time;123;1:33:58.03;5638.03;122;-1
m;20km;20km;long;Road I · 20 km;time;122;1:34:02.01;5642.01;121;-1
m;20km;20km;long;Road I · 20 km;time;120;1:34:10.99;5650.99;119;-1
m;20km;20km;long;Road I · 20 km;time;118;1:34:19.98;5659.98;117;-1
m;20km;20km;long;Road I · 20 km;time;117;1:34:24.04;5664.04;116;-1
m;20km;20km;long;Road I · 20 km;time;116;1:34:28.96;5668.96;115;-1
m;20km;20km;long;Road I · 20 km;time;115;1:34:33.02;5673.02;114;-1
m;20km;20km;long;Road I · 20 km;time;113;1:34:42.01;5682.01;112;-1
m;20km;20km;long;Road I · 20 km;time;111;1:34:51.00;5691;110;-1
m;20km;20km;long;Road I · 20 km;time;110;1:34:56.01;5696.01;109;-1
m;20km;20km;long;Road I · 20 km;time;109;1:34:59.98;5699.98;108;-1
m;20km;20km;long;Road I · 20 km;time;108;1:35:04.99;5704.99;107;-1
m;20km;20km;long;Road I · 20 km;time;106;1:35:13.98;5713.98;105;-1
m;20km;20km;long;Road I · 20 km;time;105;1:35:18.99;5718.99;104;-1
m;20km;20km;long;Road I · 20 km;time;103;1:35:27.97;5727.97;102;-1
m;20km;20km;long;Road I · 20 km;time;102;1:35:32.99;5732.99;101;-1
m;20km;20km;long;Road I · 20 km;time;101;1:35:38.00;5738;100;-1
m;20km;20km;long;Road I · 20 km;time;98;1:35:51.99;5751.99;97;-1
m;20km;20km;long;Road I · 20 km;time;97;1:35:57.00;5757;96;-1
m;20km;20km;long;Road I · 20 km;time;96;1:36:02.02;5762.02;95;-1
m;20km;20km;long;Road I · 20 km;time;95;1:36:07.03;5767.03;94;-1
m;20km;20km;long;Road I · 20 km;time;94;1:36:12.04;5772.04;93;-1
m;20km;20km;long;Road I · 20 km;time;93;1:36:16.96;5776.96;92;-1
m;20km;20km;long;Road I · 20 km;time;92;1:36:21.97;5781.97;91;-1
m;20km;20km;long;Road I · 20 km;time;91;1:36:26.99;5786.99;90;-1
m;20km;20km;long;Road I · 20 km;time;90;1:36:32.00;5792;89;-1
m;20km;20km;long;Road I · 20 km;time;89;1:36:37.01;5797.01;88;-1
m;20km;20km;long;Road I · 20 km;time;88;1:36:42.02;5802.02;87;-1
m;20km;20km;long;Road I · 20 km;time;87;1:36:47.03;5807.03;86;-1
m;20km;20km;long;Road I · 20 km;time;86;1:36:52.04;5812.04;85;-1
m;20km;20km;long;Road I · 20 km;time;84;1:37:03.01;5823.01;83;-1
m;20km;20km;long;Road I · 20 km;time;83;1:37:08.03;5828.03;82;-1
m;20km;20km;long;Road I · 20 km;time;82;1:37:13.04;5833.04;81;-1
m;20km;20km;long;Road I · 20 km;time;80;1:37:24.01;5844.01;79;-1
m;20km;20km;long;Road I · 20 km;time;79;1:37:29.02;5849.02;78;-1
m;20km;20km;long;Road I · 20 km;time;78;1:37:34.98;5854.98;77;-1
m;20km;20km;long;Road I · 20 km;time;77;1:37:39.99;5859.99;76;-1
m;20km;20km;long;Road I · 20 km;time;76;1:37:46.04;5866.04;75;-1
m;20km;20km;long;Road I · 20 km;time;75;1:37:50.97;5870.97;74;-1
m;20km;20km;long;Road I · 20 km;time;74;1:37:57.01;5877.01;73;-1
m;20km;20km;long;Road I · 20 km;time;73;1:38:02.03;5882.03;72;-1
m;20km;20km;long;Road I · 20 km;time;72;1:38:07.99;5887.99;71;-1
m;20km;20km;long;Road I · 20 km;time;71;1:38:14.04;5894.04;70;-1
m;20km;20km;long;Road I · 20 km;time;69;1:38:25.01;5905.01;68;-1
m;20km;20km;long;Road I · 20 km;time;68;1:38:30.97;5910.97;67;-1
m;20km;20km;long;Road I · 20 km;time;67;1:38:37.02;5917.02;66;-1
m;20km;20km;long;Road I · 20 km;time;66;1:38:42.98;5922.98;65;-1
m;20km;20km;long;Road I · 20 km;time;62;1:39:07.00;5947;61;-1
m;20km;20km;long;Road I · 20 km;time;61;1:39:12.96;5952.96;60;-1
m;20km;20km;long;Road I · 20 km;time;60;1:39:19.01;5959.01;59;-1
m;20km;20km;long;Road I · 20 km;time;59;1:39:24.97;5964.97;58;-1
m;20km;20km;long;Road I · 20 km;time;57;1:39:38.02;5978.02;56;-1
m;20km;20km;long;Road I · 20 km;time;56;1:39:43.98;5983.98;55;-1
m;20km;20km;long;Road I · 20 km;time;55;1:39:50.98;5990.98;54;-1
m;20km;20km;long;Road I · 20 km;time;54;1:39:57.02;5997.02;53;-1
m;20km;20km;long;Road I · 20 km;time;53;1:40:04.02;6004.02;52;-1
m;20km;20km;long;Road I · 20 km;time;52;1:40:09.98;6009.98;51;-1
m;20km;20km;long;Road I · 20 km;time;51;1:40:16.98;6016.98;50;-1
m;20km;20km;long;Road I · 20 km;time;50;1:40:23.98;6023.98;49;-1
m;20km;20km;long;Road I · 20 km;time;47;1:40:44.03;6044.03;46;-1
m;20km;20km;long;Road I · 20 km;time;44;1:41:05.97;6065.97;43;-1
m;20km;20km;long;Road I · 20 km;time;43;1:41:12.97;6072.97;42;-1
m;20km;20km;long;Road I · 20 km;time;41;1:41:28.00;6088;40;-1
m;20km;20km;long;Road I · 20 km;time;40;1:41:35.00;6095;39;-1
m;20km;20km;long;Road I · 20 km;time;39;1:41:43.04;6103.04;38;-1
m;20km;20km;long;Road I · 20 km;time;38;1:41:50.99;6110.99;37;-1
m;20km;20km;long;Road I · 20 km;time;37;1:41:59.02;6119.02;36;-1
m;20km;20km;long;Road I · 20 km;time;35;1:42:15.00;6135;34;-1
m;20km;20km;long;Road I · 20 km;time;34;1:42:23.04;6143.04;33;-1
m;20km;20km;long;Road I · 20 km;time;33;1:42:30.99;6150.99;32;-1
m;20km;20km;long;Road I · 20 km;time;31;1:42:48.01;6168.01;30;-1
m;20km;20km;long;Road I · 20 km;time;30;1:42:57.00;6177;29;-1
m;20km;20km;long;Road I · 20 km;time;29;1:43:05.98;6185.98;28;-1
m;20km;20km;long;Road I · 20 km;time;27;1:43:24.04;6204.04;26;-1
m;20km;20km;long;Road I · 20 km;time;26;1:43:33.02;6213.02;25;-1
m;20km;20km;long;Road I · 20 km;time;24;1:43:52.03;6232.03;23;-1
m;20km;20km;long;Road I · 20 km;time;23;1:44:01.97;6241.97;22;-1
m;20km;20km;long;Road I · 20 km;time;22;1:44:11.99;6251.99;21;-1
m;20km;20km;long;Road I · 20 km;time;21;1:44:22.96;6262.96;20;-1
m;20km;20km;long;Road I · 20 km;time;20;1:44:32.99;6272.99;19;-1
m;20km;20km;long;Road I · 20 km;time;19;1:44:43.96;6283.96;18;-1
m;20km;20km;long;Road I · 20 km;time;18;1:44:55.02;6295.02;17;-1
m;20km;20km;long;Road I · 20 km;time;17;1:45:07.03;6307.03;16;-1
m;20km;20km;long;Road I · 20 km;time;15;1:45:30.96;6330.96;14;-1
m;20km;20km;long;Road I · 20 km;time;14;1:45:42.97;6342.97;13;-1
m;20km;20km;long;Road I · 20 km;time;13;1:45:56.02;6356.02;12;-1
m;20km;20km;long;Road I · 20 km;time;12;1:46:10.01;6370.01;11;-1
m;20km;20km;long;Road I · 20 km;time;11;1:46:24.01;6384.01;10;-1
m;20km;20km;long;Road I · 20 km;time;10;1:46:38.96;6398.96;9;-1
m;20km;20km;long;Road I · 20 km;time;8;1:47:11.01;6431.01;7;-1
m;20km;20km;long;Road I · 20 km;time;6;1:47:47.04;6467.04;5;-1
m;20km;20km;long;Road I · 20 km;time;5;1:48:08.04;6488.04;4;-1
m;20km;20km;long;Road I · 20 km;time;3;1:48:55.99;6535.99;2;-1
m;20km;20km;long;Road I · 20 km;time;2;1:49:27.00;6567;1;-1
m;half_marathon;half_marathon;long;Road II · HM;time;870;1:08:29.01;4109.01;869;-1
m;half_marathon;half_marathon;long;Road II · HM;time;823;1:09:52.04;4192.04;822;-1
m;half_marathon;half_marathon;long;Road II · HM;time;724;1:12:55.04;4375.04;723;-1
m;half_marathon;half_marathon;long;Road II · HM;time;712;1:13:18.02;4398.02;711;-1
m;half_marathon;half_marathon;long;Road II · HM;time;610;1:16:42.01;4602.01;609;-1
m;half_marathon;half_marathon;long;Road II · HM;time;237;1:32:38.03;5558.03;236;-1
m;half_marathon;half_marathon;long;Road II · HM;time;178;1:36:09.01;5769.01;177;-1
m;half_marathon;half_marathon;long;Road II · HM;time;106;1:41:22.04;6082.04;105;-1
m;half_marathon;half_marathon;long;Road II · HM;time;42;1:47:54.04;6474.04;41;-1
m;half_marathon;half_marathon;long;Road II · HM;time;18;1:51:44.04;6704.04;17;-1
m;half_marathon;half_marathon;long;Road II · HM;time;12;1:53:04.04;6784.04;11;-1
m;half_marathon;half_marathon;long;Road II · HM;time;3;1:56:02.03;6962.03;2;-1
m;25km;25km;long;Road II · 25 km;time;1360;1:07:03.04;4023.04;1359;-1
m;25km;25km;long;Road II · 25 km;time;1300;1:08:46.03;4126.03;1299;-1
m;25km;25km;long;Road II · 25 km;time;1189;1:12:03.02;4323.02;1188;-1
m;25km;25km;long;Road II · 25 km;time;1119;1:14:12.02;4452.02;1118;-1
m;25km;25km;long;Road II · 25 km;time;1073;1:15:39.02;4539.02;1072;-1
m;25km;25km;long;Road II · 25 km;time;957;1:19:27.03;4767.03;956;-1
m;25km;25km;long;Road II · 25 km;time;872;1:22:23.03;4943.03;871;-1
m;25km;25km;long;Road II · 25 km;time;825;1:24:04.03;5044.03;824;-1
m;25km;25km;long;Road II · 25 km;time;795;1:25:10.04;5110.04;794;-1
m;25km;25km;long;Road II · 25 km;time;741;1:27:12.04;5232.04;740;-1
m;25km;25km;long;Road II · 25 km;time;725;1:27:49.02;5269.02;724;-1
m;25km;25km;long;Road II · 25 km;time;507;1:37:01.03;5821.03;506;-1
m;25km;25km;long;Road II · 25 km;time;486;1:38:00.04;5880.04;485;-1
m;25km;25km;long;Road II · 25 km;time;216;1:53:20.03;6800.03;215;-1
m;25km;25km;long;Road II · 25 km;time;54;2:08:40.01;7720.01;53;-1
m;25km;25km;long;Road II · 25 km;time;25;2:13:34.03;8014.03;24;-1
m;30km;30km;long;Road II · 30 km;time;1080;1:32:03.03;5523.03;1079;-1
m;30km;30km;long;Road II · 30 km;time;971;1:36:26.04;5786.04;970;-1
m;30km;30km;long;Road II · 30 km;time;939;1:37:46.04;5866.04;938;-1
m;30km;30km;long;Road II · 30 km;time;737;1:46:46.04;6406.04;736;-1
m;30km;30km;long;Road II · 30 km;time;691;1:48:59.01;6539.01;690;-1
m;30km;30km;long;Road II · 30 km;time;623;1:52:24.04;6744.04;622;-1
m;30km;30km;long;Road II · 30 km;time;599;1:53:39.03;6819.03;598;-1
m;30km;30km;long;Road II · 30 km;time;223;2:18:13.02;8293.02;222;-1
m;30km;30km;long;Road II · 30 km;time;135;2:26:45.02;8805.02;134;-1
m;30km;30km;long;Road II · 30 km;time;127;2:27:39.02;8859.02;126;-1
m;30km;30km;long;Road II · 30 km;time;17;2:46:03.04;9963.04;16;-1
m;marathon;marathon;long;Road II · Marathon;time;1309;2:00:30.04;7230.04;1308;-1
m;marathon;marathon;long;Road II · Marathon;time;1206;2:05:54.04;7554.04;1205;-1
m;marathon;marathon;long;Road II · Marathon;time;1172;2:07:44.03;7664.03;1171;-1
m;marathon;marathon;long;Road II · Marathon;time;1115;2:10:52.03;7852.03;1114;-1
m;marathon;marathon;long;Road II · Marathon;time;947;2:20:36.01;8436.01;946;-1
m;marathon;marathon;long;Road II · Marathon;time;887;2:24:17.02;8657.02;886;-1
m;marathon;marathon;long;Road II · Marathon;time;744;2:33:36.03;9216.03;743;-1
m;marathon;marathon;long;Road II · Marathon;time;346;3:05:51.04;11151.04;345;-1
m;marathon;marathon;long;Road II · Marathon;time;297;3:10:56.04;11456.04;296;-1
m;marathon;marathon;long;Road II · Marathon;time;293;3:11:22.04;11482.04;292;-1
m;marathon;marathon;long;Road II · Marathon;time;281;3:12:41.01;11561.01;280;-1
m;marathon;marathon;long;Road II · Marathon;time;162;3:27:41.04;12461.04;161;-1
m;marathon;marathon;long;Road II · Marathon;time;57;3:46:56.04;13616.04;56;-1
m;100km;100km;long;Road II · 100 km;time;1389;5:42:27.04;20547.04;1388;-1
m;100km;100km;long;Road II · 100 km;time;1118;6:30:32.03;23432.03;1117;-1
m;100km;100km;long;Road II · 100 km;time;1049;6:43:41.03;24221.03;1048;-1
m;100km;100km;long;Road II · 100 km;time;1013;6:50:43.01;24643.01;1012;-1
m;100km;100km;long;Road II · 100 km;time;918;7:09:54.03;25794.03;917;-1
m;100km;100km;long;Road II · 100 km;time;880;7:17:51.04;26271.04;879;-1
m;100km;100km;long;Road II · 100 km;time;873;7:19:20.04;26360.04;872;-1
m;100km;100km;long;Road II · 100 km;time;753;7:45:45.04;27945.04;752;-1
m;100km;100km;long;Road II · 100 km;time;745;7:47:35.03;28055.03;744;-1
m;100km;100km;long;Road II · 100 km;time;714;7:54:47.03;28487.03;713;-1
m;100km;100km;long;Road II · 100 km;time;706;7:56:40.04;28600.04;705;-1
m;100km;100km;long;Road II · 100 km;time;596;8:23:44.02;30224.02;595;-1
m;100km;100km;long;Road II · 100 km;time;408;9:16:36.02;33396.02;407;-1
m;100km;100km;long;Road II · 100 km;time;405;9:17:32.01;33452.01;404;-1
m;100km;100km;long;Road II · 100 km;time;166;10:48:22.03;38902.03;165;-1
m;100km;100km;long;Road II · 100 km;time;102;11:23:18.01;40998.01;101;-1
m;100km;100km;long;Road II · 100 km;time;33;12:17:56.03;44276.03;32;-1
m;100km;100km;long;Road II · 100 km;time;32;12:19:02.04;44342.04;31;-1
m;100km;100km;long;Road II · 100 km;time;8;12:54:31.02;46471.02;7;-1
m;3kmW;3kmW;long;Walk Road I · 3km W;time;1318;10:05;605;1317;-1
m;10kmW;10kmW;long;Walk Road I · 10km W;time;355;1:03:03.02;3783.02;354;-1
m;10kmW;10kmW;long;Walk Road I · 10km W;time;286;1:06:04.03;3964.03;285;-1
m;10kmW;10kmW;long;Walk Road I · 10km W;time;262;1:07:12.03;4032.03;261;-1
m;10kmW;10kmW;long;Walk Road I · 10km W;time;164;1:12:29.03;4349.03;163;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;1156;1:00:12.04;3612.04;1155;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;1145;1:00:35.02;3635.02;1144;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;1094;1:02:23.02;3743.02;1093;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;1026;1:04:51.02;3891.02;1025;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;1008;1:05:31.03;3931.03;1007;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;958;1:07:24.04;4044.04;957;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;742;1:16:10.04;4570.04;741;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;447;1:30:34.04;5434.04;446;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;381;1:34:24.04;5664.04;380;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;311;1:38:51.01;5931.01;310;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;199;1:47:11.01;6431.01;198;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;124;1:54:12.04;6852.04;123;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;114;1:55:17.01;6917.01;113;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;74;2:00:11.03;7211.03;73;-1
m;15kmW;15kmW;long;Walk Road I · 15km W;time;11;2:12:40.03;7960.03;10;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;1339;1:13:23.03;4403.03;1338;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;1268;1:16:31.04;4591.04;1267;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;1141;1:22:21.04;4941.04;1140;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;944;1:32:05.02;5525.02;943;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;903;1:34:14.02;5654.02;902;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;799;1:39:55.04;5995.04;798;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;695;1:45:59.04;6359.04;694;-1
m;20kmW;20kmW;long;Walk Road I · 20km W;time;270;2:17:38.03;8258.03;269;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;1387;1:15:53.02;4553.02;1386;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;1342;1:17:58.04;4678.04;1341;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;1337;1:18:12.04;4692.04;1336;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;1205;1:24:32.03;5072.03;1204;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;1094;1:30:08.04;5408.04;1093;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;1038;1:33:04.03;5584.03;1037;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;931;1:38:54.04;5934.04;930;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;744;1:49:58.02;6598.02;743;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;678;1:54:12.04;6852.04;677;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;626;1:57:41.04;7061.04;625;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;510;2:06:01.04;7561.04;509;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;485;2:07:56.04;7676.04;484;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;472;2:08:57.03;7737.03;471;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;380;2:16:35.04;8195.04;379;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;373;2:17:12.02;8232.02;372;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;185;2:36:44.04;9404.04;184;-1
m;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;95;2:49:55.03;10195.03;94;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;1400;1:49:49.04;6589.04;1399;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;1293;1:57:57.02;7077.02;1292;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;1217;2:03:56.02;7436.02;1216;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;1212;2:04:20.04;7460.04;1211;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;1195;2:05:42.03;7542.03;1194;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;1130;2:11:01.02;7861.02;1129;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;934;2:28:03.04;8883.04;933;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;865;2:34:28.04;9268.04;864;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;631;2:58:24.01;10704.01;630;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;512;3:12:18.03;11538.03;511;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;330;3:37:11.02;13031.02;329;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;303;3:41:25.04;13285.04;302;-1
m;30kmW;30kmW;long;Walk Road II · 30km W;time;32;4:46:57.01;17217.01;31;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1378;2:10:19.03;7819.03;1377;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1369;2:11:08.02;7868.02;1368;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1244;2:22:46.04;8566.04;1243;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1220;2:25:04.02;8704.02;1219;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1180;2:28:57.04;8937.04;1179;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1140;2:32:54.04;9174.04;1139;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1122;2:34:42.04;9282.04;1121;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1083;2:38:39.03;9519.03;1082;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;1059;2:41:07.04;9667.04;1058;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;956;2:52:02.04;10322.04;955;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;945;2:53:14.01;10394.01;944;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;803;3:09:24.02;11364.02;802;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;675;3:25:15.02;12315.02;674;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;432;4:00:12.04;14412.04;431;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;380;4:08:53.03;14933.03;379;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;305;4:22:32.02;15752.02;304;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;285;4:26:27.02;15987.02;284;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;192;4:46:48.03;17208.03;191;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;106;5:10:45.03;18645.03;105;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;79;5:20:13.03;19213.03;78;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;75;5:21:45.04;19305.04;74;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;48;5:33:24.02;20004.02;47;-1
m;35kmW;35kmW;long;Walk Road II · 35km W;time;3;6:08:21.03;22101.03;2;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;1372;2:41:40.04;9700.04;1371;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;1253;2:56:27.02;10587.02;1252;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;1197;3:03:39.02;11019.02;1196;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;1171;3:07:03.01;11223.01;1170;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;1107;3:15:35.02;11735.02;1106;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;959;3:36:19.01;12979.01;958;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;770;4:05:17.03;14717.03;769;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;757;4:07:24.04;14844.04;756;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;715;4:14:22.04;15262.04;714;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;665;4:22:56.04;15776.04;664;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;657;4:24:20.02;15860.02;656;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;605;4:33:39.02;16419.02;604;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;599;4:34:45.03;16485.03;598;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;494;4:54:59.04;17699.04;493;-1
m;marathonW;marathonW;long;Walk Road II · MarW;time;400;5:15:01.04;18901.04;399;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1353;3:19:21.04;11961.04;1352;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1350;3:19:49.04;11989.04;1349;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1284;3:30:13.02;12613.02;1283;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1232;3:38:36.04;13116.04;1231;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1210;3:42:12.04;13332.04;1209;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1188;3:45:50.03;13550.03;1187;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1050;4:09:26.04;14966.04;1049;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;1024;4:14:03.03;15243.03;1023;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;982;4:21:38.02;15698.02;981;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;952;4:27:09.01;16029.01;951;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;838;4:48:57.02;17337.02;837;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;608;5:38:01.02;20281.02;607;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;568;5:47:27.02;20847.02;567;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;308;6:59:18.04;25158.04;307;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;211;7:33:53.02;27233.02;210;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;175;7:48:43.03;28123.03;174;-1
m;50kmW;50kmW;long;Walk Road II · 50km W;time;173;7:49:35.04;28175.04;172;-1
m;3000mW;3000mW;long;Walk Track I · 3000mW;time;1318;10:05.00;605;1317;-1
f;100m;100m;long;Sprints I · 100m;time;557;14.50;14.5;558;1
f;500m;500m;long;Sprints II · 500m;time;469;1:35.50;95.5;468;-1
f;50mh;50mh;long;Hurdles · 50mH;time;404;10.30;10.3;405;1
f;60mh;60mh;long;Hurdles · 60mH;time;1115;8.20;8.2;1116;1
f;10km;10km;long;Road I · 10 km;time;71;1:04:16.03;3856.03;70;-1
f;15km;15km;long;Road I · 15 km;time;781;1:01:06.04;3666.04;780;-1
f;15km;15km;long;Road I · 15 km;time;763;1:01:48.03;3708.03;762;-1
f;15km;15km;long;Road I · 15 km;time;749;1:02:21.03;3741.03;748;-1
f;15km;15km;long;Road I · 15 km;time;741;1:02:40.04;3760.04;740;-1
